Query	KO_ID	KO_name,KO_definition	Hyperlink	Paths
LOC127933408	K24354	SMOC; SPARC-related modular calcium-binding protein	http://www.genome.jp/dbget-bin/www_bget?ko:K24354	_
LOC127933411	K11964	PELI; pellino [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K11964	_
LOC127933415	K19928	ZP3; zona pellucida sperm-binding protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K19928	_
LOC127933416	K05852	PLN; phospholamban	http://www.genome.jp/dbget-bin/www_bget?ko:K05852	ko04020;ko04022;ko04024;ko04261;ko04919;ko05414;ko05415
LOC127933419	K01495	GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K01495	ko00790;ko01100;ko01240
LOC127933421	K13517	MBOAT1_2; lysophospholipid acyltransferase 1/2 [EC:2.3.1.51 2.3.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K13517	ko00561;ko00564;ko01100;ko01110
LOC127933422	K06269	PPP1C; serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K06269	ko03015;ko04022;ko04024;ko04113;ko04114;ko04218;ko04261;ko04270;ko04390;ko04510;ko04611;ko04720;ko04728;ko04750;ko04810;ko04910;ko04921;ko04931;ko05031;ko05034;ko05168;ko05205;ko05415
LOC127933423	K21989	TMEM63, CSC1; calcium permeable stress-gated cation channel	http://www.genome.jp/dbget-bin/www_bget?ko:K21989	_
LOC127933424	K21893	NGB; neuroglobin	http://www.genome.jp/dbget-bin/www_bget?ko:K21893	_
LOC127933425	K25689	NENF; neudesin	http://www.genome.jp/dbget-bin/www_bget?ko:K25689	_
LOC127933426	K19559	LTBP1; latent transforming growth factor beta binding protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K19559	ko04350
LOC127933427	K06826	NID; nidogen (entactin)	http://www.genome.jp/dbget-bin/www_bget?ko:K06826	_
LOC127933428	K15433	CGI99, CLE7, RLLM1; RLL motif containing protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K15433	_
LOC127933429	K21893	NGB; neuroglobin	http://www.genome.jp/dbget-bin/www_bget?ko:K21893	_
LOC127933431	K23881	TECPR2; tectonin beta-propeller repeat-containing protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K23881	_
LOC127933432	K10404	KIF26; kinesin family member 26	http://www.genome.jp/dbget-bin/www_bget?ko:K10404	ko04814
LOC127933435	K10625	UBR1; E3 ubiquitin-protein ligase UBR1 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K10625	_
LOC127933436	K24518	CRIM1; cysteine-rich motor neuron 1 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K24518	_
LOC127933437	K13752	SLC24A4, NCKX4; solute carrier family 24 (sodium/potassium/calcium exchanger), member 4	http://www.genome.jp/dbget-bin/www_bget?ko:K13752	ko04740
LOC127933438	K02516	PRMT5, HSL7; type II protein arginine methyltransferase [EC:2.1.1.320]	http://www.genome.jp/dbget-bin/www_bget?ko:K02516	ko04011;ko04111
LOC127933439	K14613	SLC46A1; MFS transporter, PCFT/HCP family, solute carrier family 46 (folate transporter), member 1	http://www.genome.jp/dbget-bin/www_bget?ko:K14613	ko01523;ko04977;ko04978
LOC127933440	K17343	PRPH2, TSPAN22; peripherin-2	http://www.genome.jp/dbget-bin/www_bget?ko:K17343	_
LOC127933442	K08426	GPR132, G2A; G protein-coupled receptor 132	http://www.genome.jp/dbget-bin/www_bget?ko:K08426	_
LOC127933446	K02737	PSMB5; 20S proteasome subunit beta 5 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02737	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
LOC127933449	K24415	FHL5, ACT; four and a half LIM domains protein 5	http://www.genome.jp/dbget-bin/www_bget?ko:K24415	_
LOC127933451	K12488	ASAP; Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein	http://www.genome.jp/dbget-bin/www_bget?ko:K12488	ko04144;ko04666
LOC127933454	K02183	CALM; calmodulin	http://www.genome.jp/dbget-bin/www_bget?ko:K02183	ko04014;ko04015;ko04016;ko04020;ko04022;ko04024;ko04070;ko04114;ko04218;ko04261;ko04270;ko04371;ko04625;ko04626;ko04713;ko04720;ko04722;ko04728;ko04740;ko04744;ko04745;ko04750;ko04910;ko04912;ko04915;ko04916;ko04921;ko04922;ko04924;ko04925;ko04970;ko04971;ko05010;ko05012;ko05022;ko05031;ko05034;ko05133;ko05152;ko05163;ko05167;ko05170;ko05200;ko05214;ko05417;ko05418
LOC127933455	K15376	GPHN; gephyrin [EC:2.10.1.1 2.7.7.75]	http://www.genome.jp/dbget-bin/www_bget?ko:K15376	ko00790;ko01100;ko01240;ko04727
LOC127933456	K06814	CDH24; cadherin-like 24	http://www.genome.jp/dbget-bin/www_bget?ko:K06814	_
LOC127933458	K18424	ENPP4; ectonucleotide pyrophosphatase/phosphodiesterase family member 4 [EC:3.6.1.29]	http://www.genome.jp/dbget-bin/www_bget?ko:K18424	ko00230;ko01100
LOC127933461	K14715	SLC39A9, ZIP9; solute carrier family 39 (zinc transporter), member 9	http://www.genome.jp/dbget-bin/www_bget?ko:K14715	ko05010;ko05012
LOC127933462	K09349	NKX5, HMX; homeobox protein Nkx-5	http://www.genome.jp/dbget-bin/www_bget?ko:K09349	_
LOC127933463	K00911	ITPK; 1D-myo-inositol-triphosphate 3-kinase [EC:2.7.1.127]	http://www.genome.jp/dbget-bin/www_bget?ko:K00911	ko00562;ko01100;ko04020;ko04070
LOC127933465	K12665	CYP26C; cytochrome P450 family 26 subfamily C [EC:1.14.14.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K12665	ko00830;ko01100
LOC127933466	K17548	PKDCC; extracellular tyrosine-protein kinase PKDCC&#160; [EC:2.7.10.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K17548	_
LOC127933467	K04496	CTBP; C-terminal binding protein [EC:1.1.1.428]	http://www.genome.jp/dbget-bin/www_bget?ko:K04496	ko04310;ko04330;ko05200;ko05220
LOC127933469	K02872	RP-L13Ae, RPL13A; large subunit ribosomal protein L13Ae	http://www.genome.jp/dbget-bin/www_bget?ko:K02872	ko03010;ko05171
LOC127933470	K22255	ATPIF1; ATPase inhibitor, mitochondrial	http://www.genome.jp/dbget-bin/www_bget?ko:K22255	_
LOC127933471	K18084	MTMR9; myotubularin-related protein 9	http://www.genome.jp/dbget-bin/www_bget?ko:K18084	_
LOC127933472	K15789	TDH; threonine 3-dehydrogenase [EC:1.1.1.103]	http://www.genome.jp/dbget-bin/www_bget?ko:K15789	ko00260;ko01100
LOC127933473	K08204	SLC22A7, OAT2; MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 7	http://www.genome.jp/dbget-bin/www_bget?ko:K08204	ko04976
LOC127933474	K12006	TRIM16; tripartite motif-containing protein 16	http://www.genome.jp/dbget-bin/www_bget?ko:K12006	_
LOC127933475	K06059	ADAM17, TACE, CD156b; disintegrin and metalloproteinase domain-containing protein 17 [EC:3.4.24.86]	http://www.genome.jp/dbget-bin/www_bget?ko:K06059	ko04330;ko05010;ko05120;ko05171
LOC127933476	K10411	DNAL1; dynein axonemal light chain 1	http://www.genome.jp/dbget-bin/www_bget?ko:K10411	ko04814;ko05014;ko05016;ko05022
LOC127933477	K16362	FLRT; leucine-rich repeat transmembrane protein FLRT	http://www.genome.jp/dbget-bin/www_bget?ko:K16362	_
LOC127933478	K09324	GSC; homeobox protein goosecoid	http://www.genome.jp/dbget-bin/www_bget?ko:K09324	_
LOC127933480	K20013	GDF7; growth differentiation factor 7	http://www.genome.jp/dbget-bin/www_bget?ko:K20013	ko04060;ko04350;ko04360;ko04390
LOC127933482	K04913	KCNK2, K2P2.1; potassium channel subfamily K member 2	http://www.genome.jp/dbget-bin/www_bget?ko:K04913	ko04024;ko04261;ko04927;ko04934;ko04971
LOC127933483	K04153	HTR1; 5-hydroxytryptamine receptor 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04153	ko04024;ko04080;ko04726;ko04742
LOC127933484	K20493	LRRC16, CARMIL; leucine-rich repeat-containing protein 16	http://www.genome.jp/dbget-bin/www_bget?ko:K20493	_
LOC127933485	K20799	FAM175B, ABRO1; BRISC complex subunit Abro1	http://www.genome.jp/dbget-bin/www_bget?ko:K20799	_
LOC127933486	K24373	ZNF513; zinc finger protein 513	http://www.genome.jp/dbget-bin/www_bget?ko:K24373	_
LOC127933487	K16358	LRFN5, SALM5; leucine-rich repeat and fibronectin type-III domain-containing protein 5	http://www.genome.jp/dbget-bin/www_bget?ko:K16358	_
LOC127933489	K01893	NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]	http://www.genome.jp/dbget-bin/www_bget?ko:K01893	ko00970
LOC127933490	K09382	PAX1_9; paired box protein 1/9	http://www.genome.jp/dbget-bin/www_bget?ko:K09382	_
LOC127933491	K09347	NKX2-8; homeobox protein Nkx-2.8	http://www.genome.jp/dbget-bin/www_bget?ko:K09347	_
LOC127933494	K14621	PLB1, PLB; phospholipase B1, membrane-associated [EC:3.1.1.4 3.1.1.5]	http://www.genome.jp/dbget-bin/www_bget?ko:K14621	ko00564;ko00565;ko00590;ko00591;ko00592;ko01100;ko01110;ko04977
LOC127933497	K06126	COQ6; ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K06126	ko00130;ko01100;ko01110;ko01240
LOC127933498	K26109	NRDE2; nuclear exosome regulator NRDE2	http://www.genome.jp/dbget-bin/www_bget?ko:K26109	_
LOC127933501	K06013	STE24; STE24 endopeptidase [EC:3.4.24.84]	http://www.genome.jp/dbget-bin/www_bget?ko:K06013	ko00900;ko01110
LOC127933504	K16737	ZNF365, Su48; protein ZNF365	http://www.genome.jp/dbget-bin/www_bget?ko:K16737	_
LOC127933505	K12496	EGR2; early growth response protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K12496	ko04625;ko05161;ko05166;ko05203
LOC127933506	K10712	ADO; cysteamine dioxygenase [EC:1.13.11.19]	http://www.genome.jp/dbget-bin/www_bget?ko:K10712	ko00430;ko01100
LOC127933509	K25745	VMO1; vitelline membrane outer layer protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K25745	_
LOC127933512	K09349	NKX5, HMX; homeobox protein Nkx-5	http://www.genome.jp/dbget-bin/www_bget?ko:K09349	_
LOC127933515	K22614	NLRC3, NOD3; NLR family CARD domain-containing protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K22614	_
LOC127933517	K09342	NKX2-1, TITF1; homeobox protein Nkx-2.1	http://www.genome.jp/dbget-bin/www_bget?ko:K09342	_
LOC127933518	K11489	PCGF5; polycomb group RING finger protein 5	http://www.genome.jp/dbget-bin/www_bget?ko:K11489	ko04550
LOC127933519	K13811	PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]	http://www.genome.jp/dbget-bin/www_bget?ko:K13811	ko00230;ko00261;ko00450;ko00920;ko01100;ko01110;ko01120
LOC127933520	K03103	MINPP1; multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80]	http://www.genome.jp/dbget-bin/www_bget?ko:K03103	ko00010;ko00562;ko01100
LOC127933530	K05840	DRD5; dopamine receptor D5	http://www.genome.jp/dbget-bin/www_bget?ko:K05840	ko04020;ko04024;ko04080;ko04728
LOC127933535	K18042	STYX; serine/threonine/tyrosine-interacting protein	http://www.genome.jp/dbget-bin/www_bget?ko:K18042	_
LOC127933536	K00621	GNPNAT1, GNA1; glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K00621	ko00520;ko01100;ko01250
LOC127933542	K10465	KLHL29, KBTBD9; kelch-like protein 29	http://www.genome.jp/dbget-bin/www_bget?ko:K10465	_
LOC127933543	K08815	TTBK; tau tubulin kinase [EC:2.7.11.26]	http://www.genome.jp/dbget-bin/www_bget?ko:K08815	_
LOC127933544	K10448	KLHL10; kelch-like protein 10	http://www.genome.jp/dbget-bin/www_bget?ko:K10448	_
LOC127933545	K04697	SOCS4; suppressor of cytokine signaling 4	http://www.genome.jp/dbget-bin/www_bget?ko:K04697	ko04630;ko04910;ko04917;ko04930
LOC127933546	K10398	KIF11, EG5; kinesin family member 11	http://www.genome.jp/dbget-bin/www_bget?ko:K10398	ko04814
LOC127933547	K22039	GJE1, CX23; gap junction epsilon-1 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K22039	_
LOC127933549	K24518	CRIM1; cysteine-rich motor neuron 1 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K24518	_
LOC127933551	K16355	LRFN2, SALM1; leucine-rich repeat and fibronectin type-III domain-containing protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K16355	_
LOC127933552	K01640	HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K01640	ko00280;ko00650;ko00907;ko01100;ko01120;ko04146
LOC127933553	K07622	GJB3, CX31; gap junction beta-3 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K07622	_
LOC127933555	K17302	COPB2, SEC27; coatomer subunit beta'	http://www.genome.jp/dbget-bin/www_bget?ko:K17302	_
LOC127933556	K10495	ZBTB8; zinc finger and BTB domain-containing protein 8	http://www.genome.jp/dbget-bin/www_bget?ko:K10495	_
LOC127933557	K01784	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	ko00052;ko00520;ko00541;ko01100;ko01250
LOC127933558	K13344	PEX13; peroxin-13	http://www.genome.jp/dbget-bin/www_bget?ko:K13344	ko04146
LOC127933561	K04668	LEFTY; left-right determination factor	http://www.genome.jp/dbget-bin/www_bget?ko:K04668	ko04350;ko04550
LOC127933563	K16463	CEP170; centrosomal protein CEP170	http://www.genome.jp/dbget-bin/www_bget?ko:K16463	_
LOC127933564	K12193	VPS24, CHMP3; charged multivesicular body protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K12193	ko04144;ko04217
LOC127933565	K16860	PLD3_4; phospholipase D3/4 [EC:3.1.4.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K16860	ko00564;ko00565;ko01100;ko01110
LOC127933567	K16186	RRAGC_D; Ras-related GTP-binding protein C/D	http://www.genome.jp/dbget-bin/www_bget?ko:K16186	ko04140;ko04150;ko05131
LOC127933570	K08694	SPDY, RINGO; speedy	http://www.genome.jp/dbget-bin/www_bget?ko:K08694	ko04114;ko04914
LOC127933572	K10402	KIF20; kinesin family member 20	http://www.genome.jp/dbget-bin/www_bget?ko:K10402	ko04814
LOC127933574	K16523	AKAP6; A-kinase anchor protein 6	http://www.genome.jp/dbget-bin/www_bget?ko:K16523	_
LOC127933575	K10367	FMN1; formin 1	http://www.genome.jp/dbget-bin/www_bget?ko:K10367	_
LOC127933576	K09385	FOXG; forkhead box protein G	http://www.genome.jp/dbget-bin/www_bget?ko:K09385	ko04068
LOC127933578	K23935	ACBD3; golgi resident protein GCP60	http://www.genome.jp/dbget-bin/www_bget?ko:K23935	ko05132
LOC127933582	K18041	PTP4A; protein tyrosine phosphatase type IVA [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18041	_
LOC127933583	K09042	BACH; transcription regulator BACH	http://www.genome.jp/dbget-bin/www_bget?ko:K09042	_
LOC127933584	K07631	GJA10; gap junction alpha-10 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K07631	_
LOC127933585	K15538	MANEA; glycoprotein endo-alpha-1,2-mannosidase [EC:3.2.1.130]	http://www.genome.jp/dbget-bin/www_bget?ko:K15538	_
LOC127933587	K03663	FUT9; 4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase [EC:2.4.1.152]	http://www.genome.jp/dbget-bin/www_bget?ko:K03663	ko00515;ko00601;ko00603;ko01100
LOC127933588	K08211	SLC22A15; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 15	http://www.genome.jp/dbget-bin/www_bget?ko:K08211	_
LOC127933590	K24412	CRIP1, CRP1; cysteine-rich protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K24412	_
LOC127933592	K27240	CLOCK-interacting pacemaker	http://www.genome.jp/dbget-bin/www_bget?ko:K27240	_
LOC127933594	K22660	CLSTN2; calsyntenin 2	http://www.genome.jp/dbget-bin/www_bget?ko:K22660	_
LOC127933595	K23853	EFCAB11; EF-hand calcium-binding domain-containing protein 11	http://www.genome.jp/dbget-bin/www_bget?ko:K23853	_
LOC127933596	K26582	mitotic deacetylase-associated SANT domain protein	http://www.genome.jp/dbget-bin/www_bget?ko:K26582	_
LOC127933597	K07515	HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]	http://www.genome.jp/dbget-bin/www_bget?ko:K07515	ko00062;ko00071;ko00280;ko00310;ko00380;ko00410;ko00627;ko00640;ko00650;ko00930;ko01100;ko01110;ko01120;ko01212
LOC127933599	K13949	PTGR2, ZADH1; prostaglandin reductase 2 [EC:1.3.1.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K13949	ko00590
LOC127933600	K17694	ID3; DNA-binding protein inhibitor ID3	http://www.genome.jp/dbget-bin/www_bget?ko:K17694	ko04350;ko04550
LOC127933604	K26998	dystrobrevin alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K26998	_
LOC127933605	K23284	C1QL; C1q-related factor	http://www.genome.jp/dbget-bin/www_bget?ko:K23284	_
LOC127933608	K22154	DACT; dapper	http://www.genome.jp/dbget-bin/www_bget?ko:K22154	_
LOC127933609	K17554	PPP1R13B, ASPP1; apoptosis-stimulating of p53 protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K17554	_
LOC127933610	K00106	XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K00106	ko00230;ko00232;ko00983;ko01100;ko01110;ko01120;ko01232;ko04146
LOC127933611	K08204	SLC22A7, OAT2; MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 7	http://www.genome.jp/dbget-bin/www_bget?ko:K08204	ko04976
LOC127933614	K23934	AHNAK; neuroblast differentiation-associated protein AHNAK	http://www.genome.jp/dbget-bin/www_bget?ko:K23934	ko05132
LOC127933615	K05765	CFL; cofilin	http://www.genome.jp/dbget-bin/www_bget?ko:K05765	ko04360;ko04666;ko04810;ko05133;ko05170
LOC127933616	K08816	VRK; vaccinia related kinase [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K08816	_
LOC127933617	K12561	MARCKS; myristoylated alanine-rich C-kinase substrate	http://www.genome.jp/dbget-bin/www_bget?ko:K12561	ko04666;ko05206
LOC127933618	K16773	FATS; fragile-site associated tumor suppressor	http://www.genome.jp/dbget-bin/www_bget?ko:K16773	_
LOC127933619	K03237	EIF2S1; translation initiation factor 2 subunit 1	http://www.genome.jp/dbget-bin/www_bget?ko:K03237	ko04138;ko04140;ko04141;ko04210;ko04932;ko05010;ko05012;ko05014;ko05020;ko05022;ko05160;ko05162;ko05164;ko05168;ko05417
LOC127933620	K20654	TAGAP, ARHGAP47; T-cell activation Rho GTPase-activating protein	http://www.genome.jp/dbget-bin/www_bget?ko:K20654	_
LOC127933621	K01365	CTSL; cathepsin L [EC:3.4.22.15]	http://www.genome.jp/dbget-bin/www_bget?ko:K01365	ko04140;ko04142;ko04145;ko04210;ko04612;ko05205;ko05323;ko05418
LOC127933623	K27569	protein eva-1	http://www.genome.jp/dbget-bin/www_bget?ko:K27569	_
LOC127933625	K02913	RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33	http://www.genome.jp/dbget-bin/www_bget?ko:K02913	ko03010
LOC127933776	K15612	LMO2; rhombotin-2	http://www.genome.jp/dbget-bin/www_bget?ko:K15612	ko05202
LOC127933777	K24622	CERS3, LASS3; very-long-chain ceramide synthase / ultra-long-chain ceramide synthase [EC:2.3.1.297 2.3.1.298]	http://www.genome.jp/dbget-bin/www_bget?ko:K24622	ko00600;ko01100;ko04071
LOC127933779	K05460	HGF; hepatocyte growth factor	http://www.genome.jp/dbget-bin/www_bget?ko:K05460	ko01521;ko04010;ko04014;ko04015;ko04020;ko04151;ko04510;ko05144;ko05200;ko05205;ko05208;ko05211;ko05218;ko05223;ko05225;ko05226
LOC127933781	K24360	NETO; neuropilin and tolloid-like protein	http://www.genome.jp/dbget-bin/www_bget?ko:K24360	_
LOC127933783	K12817	PRPF18, PRP18; pre-mRNA-splicing factor 18	http://www.genome.jp/dbget-bin/www_bget?ko:K12817	ko03040
LOC127933785	K00088	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	http://www.genome.jp/dbget-bin/www_bget?ko:K00088	ko00230;ko00983;ko01100;ko01110;ko01232
LOC127933788	K01366	CTSH; cathepsin H [EC:3.4.22.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K01366	ko04142;ko04210
LOC127933797	K04459	DUSP, MKP; dual specificity MAP kinase phosphatase [EC:3.1.3.16 3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K04459	ko04010;ko04361
LOC127933801	K06106	CTTN, EMS1; cortactin	http://www.genome.jp/dbget-bin/www_bget?ko:K06106	ko04530;ko05100;ko05130;ko05131;ko05205
LOC127933805	K18753	ZFP36L; butyrate response factor	http://www.genome.jp/dbget-bin/www_bget?ko:K18753	ko04218
LOC127933810	K06685	MOB1, Mats; MOB kinase activator 1	http://www.genome.jp/dbget-bin/www_bget?ko:K06685	ko04111;ko04390;ko04391;ko04392
LOC127933820	K22649	BCL9, BCL9L; B-cell CLL/lymphoma 9 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K22649	_
LOC127933821	K04190	CXCR5, BLR1, CD185; C-X-C chemokine receptor type 5	http://www.genome.jp/dbget-bin/www_bget?ko:K04190	ko04060;ko04061;ko04062
LOC127933823	K20033	CDON, CDO; cell adhesion molecule-related/down-regulated by oncogenes	http://www.genome.jp/dbget-bin/www_bget?ko:K20033	ko04340
LOC127933824	K27395	periaxin	http://www.genome.jp/dbget-bin/www_bget?ko:K27395	_
LOC127933825	K24490	FSD2; fibronectin type III and SPRY domain-containing protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K24490	_
LOC127933835	K01578	MLYCD; malonyl-CoA decarboxylase [EC:4.1.1.9]	http://www.genome.jp/dbget-bin/www_bget?ko:K01578	ko00410;ko00640;ko01100;ko04146;ko04152;ko04936
LOC127933836	K19765	HSBP1; heat shock factor-binding protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K19765	ko04212
LOC127933837	K06808	CDH13; cadherin 13, H-cadherin	http://www.genome.jp/dbget-bin/www_bget?ko:K06808	_
LOC127933844	K07189	PPP1R3; protein phosphatase 1 regulatory subunit 3A/B/C/D/E	http://www.genome.jp/dbget-bin/www_bget?ko:K07189	ko04910;ko04931
LOC127933846	K23377	THSD4, ADAMTSL6; thrombospondin type-1 domain-containing protein 4	http://www.genome.jp/dbget-bin/www_bget?ko:K23377	ko04350
LOC127933847	K11506	CENPN; centromere protein N	http://www.genome.jp/dbget-bin/www_bget?ko:K11506	_
LOC127933850	K09405	FOXL; forkhead box protein L	http://www.genome.jp/dbget-bin/www_bget?ko:K09405	_
LOC127933852	K06081	NECTIN1, PVRL1, CD111; poliovirus receptor-related protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K06081	ko03266;ko04514;ko04520;ko05168
LOC127933854	K06840	SEMA3; semaphorin 3	http://www.genome.jp/dbget-bin/www_bget?ko:K06840	ko04360
LOC127933855	K14549	UTP15; U3 small nucleolar RNA-associated protein 15	http://www.genome.jp/dbget-bin/www_bget?ko:K14549	ko03008
